run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note,label_a,reason_a,label_b,reason_b,model_label
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,8,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,All Clear,0.42,All Clear (0.44); 2 (0.34); Equals (0.07); 0 (0.04); 3 (0.04),0.03,0.67,0.12,0.08,System 2 click [38] (Continuing 15%× entry by typing 240 to complete calculation),[],click,2,app://Calculator,,retry_alternate,,,,False,unknown,,,wrong,All Clear would discard the pending 0.15 x; next key 2 was on the menu,right,All Clear after Clear removes the still-pending 15% x operation; reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,9,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,4,0.28,Clear (0.31); 4 (0.25); Equals (0.17); 2 (0.10); 3 (0.08),0.02,0.74,0.16,0.06,retry_alternate: retry_alternate: target confidence 0.28 < 0.45; alternate 27 p=0.25 within 0.15 of chosen p=0.31,[],click,4,app://Calculator,,retry_alternate,,,,False,right,,,right,0.15 x 2 entered; 4 continues 240,wrong,Continues entering digits on top of the pending wrong-order 15% x expression,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,10,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,Clear,0.41,0 (0.43); Clear (0.33); Equals (0.21); 2 (0.03); Percent (0.00),0.03,0.63,0.19,0.06,retry_alternate: retry_alternate: target confidence 0.41 < 0.45; alternate 8 p=0.33 within 0.15 of chosen p=0.43,[],click,Clear,app://Calculator,,"System 2 click [38] (Display shows 15%×, so continue entry with 240 then Equals t)",,,,False,right,,,wrong,Clear erases correct 24 instead of pressing 0,right,Clear during a wrong-order sequence is a reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,11,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,All Clear,0.43,All Clear (0.45); Equals (0.36); 0 (0.12); 2 (0.02); 1 (0.02),0.03,0.87,0.16,0.08,"System 2 click [38] (Display shows 15%×, so continue entry with 240 then Equals t)",[],click,2,app://Calculator,,System 2 click [8] (Clearing current entry to restart calculation from empty sta),,,,False,unknown,,,wrong,All Clear would discard the pending 0.15 x; next key 2 was on the menu,right,All Clear resets the still-pending 15% x operation; reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,12,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,Clear,0.39,Clear (0.41); Equals (0.28); 0 (0.18); 2 (0.06); 1 (0.02),0.02,0.87,0.14,0.08,System 2 click [8] (Clearing current entry to restart calculation from empty sta),[],click,Clear,app://Calculator,,"System 2 click [38] (Display shows 15%×, so continue by entering 240 to finish th)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,right,Pending wrong-order 15% x still active; Clear is a reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,13,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,All Clear,0.67,All Clear (0.68); 2 (0.13); Equals (0.09); 1 (0.06); 0 (0.02),0.02,0.93,0.11,0.13,"System 2 click [38] (Display shows 15%×, so continue by entering 240 to finish th)",[],click,2,app://Calculator,,"System 2 click [8] (Display shows leftover entry, so clearing before restarting )",,,,False,unknown,,,wrong,All Clear would discard the pending 0.15 x; next key 2 was on the menu,right,All Clear resets the pending wrong-order operation; reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,14,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,Clear,0.62,Clear (0.64); 1 (0.14); Equals (0.07); 4 (0.07); 2 (0.03),0.02,0.94,0.14,0.12,"System 2 click [8] (Display shows leftover entry, so clearing before restarting )",[],click,Clear,app://Calculator,,System 2 key Escape,,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,right,Pending wrong-order 15% x never fully cleared; Clear is a reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,15,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.89,All Clear,0.62,All Clear (0.64); 2 (0.12); Equals (0.11); 4 (0.07); 1 (0.04),0.02,0.94,0.13,0.08,System 2 key Escape,[],send_keys,,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240×15% calculation)",,,,False,unknown,,,wrong,All Clear would discard the pending 0.15 x; next key 2 was on the menu,right,All Clear after Clear resets the still-pending wrong-order operation,disagree
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,16,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,All Clear,0.65,All Clear (0.66); 1 (0.28); Percent (0.02); 2 (0.02); 5 (0.01),0.02,0.95,0.09,0.08,"System 2 click [38] (Display is cleared at 0, starting 240×15% calculation)",[],click,2,app://Calculator,,"System 2 click [8] (Display shows leftover 2, so clearing before starting 240×15)",,,,False,unknown,,,wrong,"Escape already cleared everything; redundant All Clear, next key 2 was on the menu",wrong,"Escape (the All Clear key) just reset the calculator; another All Clear is redundant, should enter 2",wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,17,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.89,Clear,0.35,Clear (0.37); 1 (0.26); 2 (0.14); 4 (0.09); Percent (0.06),0.02,0.94,0.1,0.07,"System 2 click [8] (Display shows leftover 2, so clearing before starting 240×15)",[],click,Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% entry with 2)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Calculator was reset; clears the correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,18,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,All Clear,0.61,All Clear (0.63); 1 (0.17); 2 (0.15); Percent (0.04); Delete (0.01),0.02,0.95,0.09,0.08,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% entry with 2)",[],click,2,app://Calculator,,"System 2 click [8] (Display shows leftover 2, clearing to restart 15% of 240 cal)",,,,False,unknown,,,wrong,"calculator already cleared; redundant All Clear, next key 2 was on the menu",wrong,Redundant All Clear after Clear with nothing pending; should enter 2,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,19,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.88,Clear,0.51,Clear (0.53); 2 (0.13); 0 (0.10); 1 (0.08); 4 (0.05),0.02,0.94,0.11,0.08,"System 2 click [8] (Display shows leftover 2, clearing to restart 15% of 240 cal)",[],click,Clear,app://Calculator,,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% entry)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears the correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,20,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.91,All Clear,0.6,All Clear (0.62); 2 (0.24); 1 (0.06); Percent (0.03); 4 (0.02),0.02,0.95,0.08,0.05,"System 2 click [38] (Display is cleared at 0, starting 240 x 15% entry)",[],click,2,app://Calculator,,"System 2 click [27] (Display shows 2, continuing 240 entry instead of re-clearing)",,,,False,unknown,,,wrong,"calculator already cleared; redundant All Clear, next key 2 was on the menu",wrong,Redundant All Clear after Clear with nothing pending; should enter 2,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,21,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.86,Clear,0.58,Clear (0.60); 2 (0.12); 0 (0.08); 1 (0.08); Percent (0.04),0.01,0.96,0.1,0.08,"System 2 click [27] (Display shows 2, continuing 240 entry instead of re-clearing)",[],click,4,app://Calculator,,"System 2 click [48] (Display shows 24, continuing 240 entry by adding 0)",,,,False,unknown,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears the correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,22,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,Clear,0.65,Clear (0.67); 0 (0.19); Percent (0.04); 1 (0.03); Multiply (0.02),0.02,0.94,0.11,0.08,"System 2 click [48] (Display shows 24, continuing 240 entry by adding 0)",[],click,0,app://Calculator,,"System 2 click [20] (Display already shows 240, so continue with multiply by 15 p)",,,,False,unknown,,,wrong,Clear erases correct 24 instead of pressing 0,wrong,Clears correct 24 instead of pressing 0,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,23,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,Clear,0.5,Clear (0.52); Multiply (0.29); 1 (0.11); Percent (0.06); Add (0.01),0.03,0.91,0.09,0.07,"System 2 click [20] (Display already shows 240, so continue with multiply by 15 p)",[],click,Multiply,app://Calculator,,"System 2 click [37] (Display shows 240x, continuing with 15 then percent key)",,,,False,unknown,,,wrong,240 entered; Clear erases it instead of pressing Multiply,wrong,Clears correct 240 instead of pressing Multiply,wrong
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,24,s2,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,1,0.54,1 (0.55); Clear (0.28); Percent (0.13); 5 (0.03); Delete (0.00),0.02,0.86,0.08,0.06,"System 2 click [37] (Display shows 240x, continuing with 15 then percent key)",[],click,1,app://Calculator,,act,,,,False,unknown,,,right,240 Multiply entered; 1 starts 15,right,240 x entered; 1 begins 15,right
q10-native-dev-20260924,calc-percent-dual-ba312949,calc-percent,dual,25,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.96,5,0.63,5 (0.65); Clear (0.19); Percent (0.16); Delete (0.00); Recall Memory (0.00),0.02,0.81,0.1,0.06,"act: operation 0.96, target 0.63",[],click,5,app://Calculator,,,,,,False,wrong,,,right,"after 240 Multiply 1, 5 completes 15",right,240 x 1 entered; 5 completes 15,right
q10-native-dev-20260924,calc-percent-s1_only-8ce79861,calc-percent,s1_only,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.94,All Clear (0.95); 1 (0.04); Percent (0.01); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.06,0.08,"act: operation 0.98, target 0.94",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,task says clear first; All Clear is the first step,right,Task says clear first; All Clear at step 1,right
q10-native-dev-20260924,calc-percent-s1_only-8ce79861,calc-percent,s1_only,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,1,0.68,1 (0.70); All Clear (0.24); Percent (0.05); 2 (0.01); Delete (0.00),0.02,0.07,0.08,0.07,"act: operation 0.94, target 0.68",[],click,1,app://Calculator,,target_confidence,,,,False,wrong,,,right,"after clearing, 1 starts 15 (15 Percent x 240 is a valid route)",wrong,"Wrong order: after clearing the sequence starts with 2 of 240, not 1",disagree
q10-native-dev-20260924,calc-percent-s1_only-8ce79861,calc-percent,s1_only,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,5,0.43,5 (0.45); Clear (0.36); 2 (0.08); Percent (0.07); 1 (0.03),0.02,0.1,0.08,0.07,target_confidence: target confidence 0.43 < 0.45,[],,,app://Calculator,,,,,,False,wrong,,,right,5 completes 15,wrong,Continues the wrong-order sequence (15 before 240) instead of clearing,disagree
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.94,All Clear (0.94); 1 (0.05); Percent (0.01); Delete (0.00); Recall Memory (0.00),0.02,0.05,0.06,0.1,"act: operation 0.98, target 0.94",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,task says clear first; All Clear is the first step,right,Task says clear first; All Clear at step 1,right
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,1,0.69,1 (0.71); All Clear (0.23); Percent (0.05); 2 (0.01); Delete (0.00),0.02,0.08,0.07,0.06,"act: operation 0.94, target 0.69",[],click,1,app://Calculator,,act,,,,False,right,,,right,"after clearing, 1 starts 15 (15 Percent x 240 is a valid route)",wrong,"Wrong order: after clearing the sequence starts with 2 of 240, not 1",disagree
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,5,0.46,5 (0.48); Clear (0.33); 2 (0.08); Percent (0.07); 3 (0.02),0.02,0.11,0.09,0.06,"act: operation 0.94, target 0.46",[],click,5,app://Calculator,,retry_alternate,,,,False,right,,,right,5 completes 15,wrong,Continues the wrong-order sequence (15 before 240) instead of clearing,disagree
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.95,Clear,0.34,Percent (0.37); Clear (0.24); Multiply (0.19); 2 (0.17); 0 (0.01),0.02,0.12,0.09,0.05,retry_alternate: retry_alternate: target confidence 0.34 < 0.45; alternate 8 p=0.24 within 0.15 of chosen p=0.37,[],click,Clear,app://Calculator,,retry_alternate,,,,False,right,,,wrong,15 entered; Clear erases it instead of Percent or Multiply,right,Clear after the wrong-order entry 15 is a reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,2,0.42,All Clear (0.44); 2 (0.30); 1 (0.12); Percent (0.08); Equals (0.01),0.02,0.79,0.09,0.07,retry_alternate: retry_alternate: target confidence 0.42 < 0.45; alternate 38 p=0.30 within 0.15 of chosen p=0.44,[],click,2,app://Calculator,,retry_alternate,,,,False,right,,,right,entry cleared; 2 starts 240,right,Entry cleared with nothing pending; 2 starts 240,right
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,6,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,3,0.32,Clear (0.35); 3 (0.26); 2 (0.11); Percent (0.06); 0 (0.05),0.02,0.71,0.1,0.08,retry_alternate: retry_alternate: target confidence 0.32 < 0.45; alternate 39 p=0.26 within 0.15 of chosen p=0.35,[],click,3,app://Calculator,,retry_alternate,,,,False,right,,,wrong,"3 makes 23, wrong digit for 240",wrong,"Wrong digit: 3 makes 23, should be 4",wrong
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,7,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.9,Clear,0.23,Percent (0.26); Clear (0.25); 0 (0.22); 4 (0.11); Multiply (0.05),0.02,0.72,0.1,0.09,retry_alternate: retry_alternate: target confidence 0.23 < 0.45; alternate 8 p=0.25 within 0.15 of chosen p=0.26,[],click,Clear,app://Calculator,,stuck,,,,False,wrong,,,right,Clear after the wrong 23 is a reasonable recovery,right,Clear after the wrong entry 23 is a reasonable recovery,right
q10-native-dev-20260924,calc-percent-s1_only-a0fb30af,calc-percent,s1_only,8,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,All Clear,0.56,All Clear (0.58); Percent (0.11); 1 (0.09); 0 (0.06); 2 (0.04),0.02,0.93,0.09,0.08,stuck: stuck 0.93 >= 0.85 at step 8,[],,,app://Calculator,,,,,,False,wrong,,,wrong,"entry already cleared; redundant All Clear, next key 2 was on the menu",wrong,Redundant All Clear after Clear with nothing pending; should enter 2,wrong
q10-native-dev-20260924,calc-percent-s1_only-a3a6d193,calc-percent,s1_only,1,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.98,All Clear,0.93,All Clear (0.94); 1 (0.05); Percent (0.01); Delete (0.00); Recall Memory (0.00),0.02,0.04,0.06,0.09,"act: operation 0.98, target 0.93",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,task says clear first; All Clear is the first step,right,Task says clear first; All Clear at step 1,right
q10-native-dev-20260924,calc-percent-s1_only-a3a6d193,calc-percent,s1_only,2,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.94,1,0.7,1 (0.72); All Clear (0.23); Percent (0.04); 2 (0.01); Delete (0.00),0.02,0.07,0.08,0.06,"act: operation 0.94, target 0.7",[],click,1,app://Calculator,,act,,,,False,right,,,right,"after clearing, 1 starts 15 (15 Percent x 240 is a valid route)",wrong,"Wrong order: after clearing the sequence starts with 2 of 240, not 1",disagree
q10-native-dev-20260924,calc-percent-s1_only-a3a6d193,calc-percent,s1_only,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.95,5,0.5,5 (0.52); Clear (0.32); 2 (0.07); Percent (0.05); 3 (0.02),0.02,0.1,0.09,0.06,"act: operation 0.95, target 0.5",[],click,5,app://Calculator,,retry_alternate,,,,False,right,,,right,5 completes 15,wrong,Continues the wrong-order sequence (15 before 240) instead of clearing,disagree
q10-native-dev-20260924,calc-percent-s1_only-a3a6d193,calc-percent,s1_only,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.95,Clear,0.38,Percent (0.40); Clear (0.26); 2 (0.16); Multiply (0.14); 0 (0.01),0.02,0.11,0.09,0.06,retry_alternate: retry_alternate: target confidence 0.38 < 0.45; alternate 8 p=0.26 within 0.15 of chosen p=0.40,[],click,Clear,app://Calculator,,retry_alternate,,,,False,right,,,wrong,15 entered; Clear erases it instead of Percent or Multiply,right,Clear after the wrong-order entry 15 is a reasonable recovery,disagree
q10-native-dev-20260924,calc-percent-s1_only-a3a6d193,calc-percent,s1_only,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.93,2,0.41,All Clear (0.43); 2 (0.33); Percent (0.11); 1 (0.08); 0 (0.01),0.02,0.82,0.08,0.06,retry_alternate: retry_alternate: target confidence 0.41 < 0.45; alternate 38 p=0.33 within 0.15 of chosen p=0.43,[],click,2,app://Calculator,,target_confidence,,,,False,wrong,,,right,entry cleared; 2 starts 240,right,Entry cleared with nothing pending; 2 starts 240,right
q10-native-dev-20260924,calc-percent-s1_only-a3a6d193,calc-percent,s1_only,6,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,54,click,0.92,Clear,0.38,Clear (0.40); 3 (0.21); 2 (0.08); Percent (0.06); 0 (0.06),0.02,0.73,0.1,0.07,target_confidence: target confidence 0.38 < 0.45,[],,,app://Calculator,,,,,,False,wrong,,,wrong,Clear erases the correct first digit 2 of 240,wrong,Clears the correct first digit 2 instead of pressing 4,wrong
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,All Clear,0.92,All Clear (0.93); 9 (0.07); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.05,0.14,0.12,"act: operation 0.99, target 0.92",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,task says clear first; All Clear is the first step,right,Task says clear first; All Clear at step 1,right
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,9,0.87,9 (0.88); All Clear (0.12); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.08,0.16,0.07,"act: operation 0.98, target 0.87",[],click,9,app://Calculator,,act,,,,False,right,,,right,"after clearing, 9 is the first operand",right,"After clearing, 9 is the first operand",right
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,Multiply,0.67,Multiply (0.68); Clear (0.28); 9 (0.03); Percent (0.00); Delete (0.00),0.02,0.09,0.18,0.06,"act: operation 0.98, target 0.67",[],click,Multiply,app://Calculator,,act,,,,False,right,,,right,9 entered; Multiply next,right,9 entered; Multiply is next,right
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,9,0.87,9 (0.87); Clear (0.10); Equals (0.03); Percent (0.00); Delete (0.00),0.02,0.07,0.18,0.05,"act: operation 0.99, target 0.87",[],click,9,app://Calculator,,act,,,,False,right,,,right,9 Multiply; second 9,right,9 x entered; 9 is the second operand,right
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.96,Equals,0.93,Equals (0.93); Clear (0.07); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.04,0.34,0.29,0.06,"act: operation 0.96, target 0.93",[],click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,False,right,,,right,9 x 9 entered; Equals computes 81,right,9 x 9 entered; Equals computes the result,right
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,6,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.96,,,,0.82,0.27,0.83,0.06,"System 2 done refused, verification verify: uncertain: complete p=0.49, max unmet p=0.21",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.49,0.21,False,unknown,,,right,9 x 9 = computed after clearing; reporting is not System 1's job,right,"Clear, 9 x 9, Equals all done; reporting is not System 1's job",right
q10-native-dev-20260924,calc-read-result-dual-3f9a2fb3,calc-read-result,dual,7,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.94,,,,0.75,0.29,0.87,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.49, max unmet p=0.22",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.49, max unmet p=0.22",,verify,0.49,0.22,False,unknown,,,right,9 x 9 = computed after clearing; reporting is not System 1's job,right,"Clear, 9 x 9, Equals all done; reporting is not System 1's job",right
q10-native-dev-20260924,calc-read-result-dual-414a11ec,calc-read-result,dual,1,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.62,,,,0.33,0.05,0.61,0.12,"System 2 done refused, verification verify: uncertain: complete p=0.53, max unmet p=0.17",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.53,0.17,False,unknown,,,wrong,"nothing done yet; task not complete, All Clear was on the menu",wrong,Nothing has been done yet; clear and computation remain,wrong
q10-native-dev-20260924,calc-read-result-dual-414a11ec,calc-read-result,dual,2,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.63,,,,0.29,0.14,0.68,0.14,"System 2 done refused, verification verify: uncertain: complete p=0.53, max unmet p=0.19",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.53, max unmet p=0.19",,verify,0.53,0.19,False,unknown,,,wrong,"nothing done yet; task not complete, All Clear was on the menu",wrong,No prior actions; clear and computation remain,wrong
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,All Clear,0.93,All Clear (0.93); 9 (0.07); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.03,0.05,0.14,0.1,"act: operation 0.99, target 0.93",[],click,All Clear,app://Calculator,,act,,,,False,right,,,right,task says clear first; All Clear is the first step,right,Task says clear first; All Clear at step 1,right
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,9,0.85,9 (0.86); All Clear (0.14); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.02,0.08,0.15,0.07,"act: operation 0.98, target 0.85",[],click,9,app://Calculator,,act,,,,False,right,,,right,"after clearing, 9 is the first operand",right,"After clearing, 9 is the first operand",right
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.98,Multiply,0.74,Multiply (0.75); Clear (0.22); 9 (0.03); Percent (0.00); Delete (0.00),0.02,0.08,0.18,0.06,"act: operation 0.98, target 0.74",[],click,Multiply,app://Calculator,,act,,,,False,right,,,right,9 entered; Multiply next,right,9 entered; Multiply is next,right
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.99,9,0.83,9 (0.84); Clear (0.12); Equals (0.04); Percent (0.00); Delete (0.00),0.02,0.08,0.18,0.05,"act: operation 0.99, target 0.83",[],click,9,app://Calculator,,act,,,,False,right,,,right,9 Multiply; second 9,right,9 x entered; 9 is the second operand,right
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,click,0.96,Equals,0.93,Equals (0.94); Clear (0.06); Percent (0.00); Delete (0.00); Recall Memory (0.00),0.04,0.33,0.31,0.05,"act: operation 0.96, target 0.93",[],click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,False,right,,,right,9 x 9 entered; Equals computes 81,right,9 x 9 entered; Equals computes the result,right
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,6,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.97,,,,0.86,0.27,0.84,0.06,"System 2 done refused, verification verify: uncertain: complete p=0.46, max unmet p=0.23",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.46,0.23,False,unknown,,,right,9 x 9 = computed after clearing; reporting is not System 1's job,right,"Clear, 9 x 9, Equals all done; reporting is not System 1's job",right
q10-native-dev-20260924,calc-read-result-dual-49bdb107,calc-read-result,dual,7,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,54,done,0.91,,,,0.73,0.27,0.85,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.45, max unmet p=0.21",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.45, max unmet p=0.21",,verify,0.45,0.21,False,unknown,,,right,"prior actions completed the full sequence (All Clear, 9, Multiply, 9, Equals); task done",right,prior actions completed the requested computation (ending in Equals); done is right,right
