run,run_id,task,arm,step,system,task_text,url,menu_size,s1_operation,s1_op_conf,s1_target,s1_target_conf,alternatives,goal_done,stuck,needs_reasoning,destructive,arbiter_reason,s1_proposed,executed,executed_target,url_after,result_error,next_reason,verify_band,verify_complete,verify_unmet_max,run_passed,auto_label,label,note
q10b-native-dev-20260924,calc-percent-s1_only-8ce43e1a,calc-percent,s1_only,3,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.93,5,0.51,5 (0.54); Clear (0.28); 2 (0.10); Percent (0.05); 1 (0.02),0.02,0.1,0.09,0.07,"act: operation 0.93, target 0.51","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,retry_alternate,,,,False,right,,
q10b-native-dev-20260924,calc-percent-s1_only-8ce43e1a,calc-percent,s1_only,4,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.92,2,0.32,Percent (0.36); 2 (0.25); Clear (0.21); Multiply (0.16); 4 (0.02),0.02,0.11,0.1,0.07,retry_alternate: retry_alternate: target confidence 0.32 < 0.45; alternate 14 p=0.25 within 0.15 of chosen p=0.36,"[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,target_confidence,,,,False,wrong,,
q10b-native-dev-20260924,calc-percent-s1_only-8ce43e1a,calc-percent,s1_only,5,s1,"Clear the calculator, then compute 15 percent of 240 using the percent key and leave the result on the display.",app://Calculator,24,click,0.89,Clear,0.42,Clear (0.46); Percent (0.20); 4 (0.14); Multiply (0.12); Equals (0.02),0.02,0.17,0.13,0.1,target_confidence: target confidence 0.42 < 0.45,[],,,app://Calculator,,,,,,False,wrong,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,All Clear,0.89,All Clear (0.90); 9 (0.10); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.05,0.12,0.09,"act: operation 0.99, target 0.89","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.97,9,0.95,9 (0.96); All Clear (0.04); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.08,0.13,0.07,"act: operation 0.97, target 0.95","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,Multiply,0.81,Multiply (0.83); Clear (0.09); 9 (0.08); 4 (0.00); 8 (0.00),0.02,0.08,0.16,0.06,"act: operation 0.98, target 0.81","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,9,0.9,9 (0.91); Equals (0.06); Clear (0.03); 4 (0.00); Multiply (0.00),0.02,0.07,0.16,0.05,"act: operation 0.99, target 0.9","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.95,Equals,0.93,Equals (0.94); Clear (0.06); 4 (0.00); Multiply (0.00); 9 (0.00),0.04,0.22,0.32,0.06,"act: operation 0.95, target 0.93","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,6,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.97,,,,0.84,0.12,0.83,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.65, max unmet p=0.19",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.65,0.19,False,unknown,,
q10b-native-dev-20260924,calc-read-result-dual-1a8c23a6,calc-read-result,dual,7,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.89,,,,0.72,0.2,0.86,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.64, max unmet p=0.23; ledger carried 1 requirement(s",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.64, max unmet p=0.23; le",,verify,0.64,0.23,False,unknown,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,All Clear,0.86,All Clear (0.87); 9 (0.13); 4 (0.00); Multiply (0.00); 8 (0.00),0.03,0.05,0.13,0.08,"act: operation 0.99, target 0.86","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.95,9 (0.95); All Clear (0.04); Multiply (0.01); 4 (0.00); 8 (0.00),0.02,0.08,0.14,0.07,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,Multiply,0.79,Multiply (0.81); Clear (0.10); 9 (0.09); 4 (0.00); 8 (0.00),0.02,0.08,0.15,0.05,"act: operation 0.98, target 0.79","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.92,9 (0.93); Equals (0.05); Clear (0.02); 4 (0.00); Multiply (0.00),0.02,0.08,0.15,0.05,"act: operation 0.98, target 0.92","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.96,Equals,0.93,Equals (0.94); Clear (0.06); 4 (0.00); Multiply (0.00); 9 (0.00),0.04,0.19,0.28,0.06,"act: operation 0.96, target 0.93","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,6,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.97,,,,0.85,0.18,0.81,0.08,"System 2 done refused, verification verify: uncertain: complete p=0.57, max unmet p=0.20",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.57,0.2,False,unknown,,
q10b-native-dev-20260924,calc-read-result-dual-399da725,calc-read-result,dual,7,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.93,,,,0.76,0.21,0.85,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.65, max unmet p=0.19",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.65, max unmet p=0.19",,verify,0.65,0.19,False,unknown,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,All Clear,0.88,All Clear (0.89); 9 (0.11); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.05,0.12,0.08,"act: operation 0.99, target 0.88","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.97,9,0.96,9 (0.96); All Clear (0.03); Multiply (0.01); 4 (0.00); 8 (0.00),0.02,0.08,0.13,0.07,"act: operation 0.97, target 0.96","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,Multiply,0.8,Multiply (0.81); Clear (0.11); 9 (0.07); 4 (0.00); 8 (0.00),0.02,0.09,0.16,0.06,"act: operation 0.98, target 0.8","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.88,9 (0.89); Equals (0.07); Clear (0.03); Multiply (0.01); 4 (0.00),0.02,0.07,0.17,0.05,"act: operation 0.98, target 0.88","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.97,Equals,0.94,Equals (0.94); Clear (0.06); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.19,0.28,0.06,"act: operation 0.97, target 0.94","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,"System 2 done refused, verification verify",,,,False,right,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,6,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.94,,,,0.82,0.15,0.84,0.07,"System 2 done refused, verification verify: uncertain: complete p=0.56, max unmet p=0.19",[],,,app://Calculator,,"System 2 done refused, verification verify",verify,0.56,0.19,False,unknown,,
q10b-native-dev-20260924,calc-read-result-dual-74e901e0,calc-read-result,dual,7,s2,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.93,,,,0.75,0.21,0.86,0.09,"System 2 done refused, verification verify: uncertain: complete p=0.60, max unmet p=0.18; ledger carried 1 requirement(s",[],,,app://Calculator,"s2 fatal: done refused 2 times; uncertain: complete p=0.60, max unmet p=0.18; le",,verify,0.6,0.18,False,unknown,,
q10b-native-dev-20260924,calc-read-result-s1_only-426523ae,calc-read-result,s1_only,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,All Clear,0.89,All Clear (0.90); 9 (0.10); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.05,0.12,0.08,"act: operation 0.99, target 0.89","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-426523ae,calc-read-result,s1_only,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.95,9 (0.96); All Clear (0.03); Multiply (0.01); 4 (0.00); 8 (0.00),0.02,0.08,0.14,0.06,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-426523ae,calc-read-result,s1_only,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,Multiply,0.85,Multiply (0.86); Clear (0.08); 9 (0.06); 4 (0.00); 8 (0.00),0.02,0.08,0.15,0.06,"act: operation 0.99, target 0.85","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-426523ae,calc-read-result,s1_only,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,9,0.9,9 (0.91); Equals (0.05); Clear (0.03); Multiply (0.01); 4 (0.00),0.02,0.07,0.17,0.05,"act: operation 0.99, target 0.9","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-426523ae,calc-read-result,s1_only,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.95,Equals,0.95,Equals (0.95); Clear (0.05); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.22,0.3,0.06,"act: operation 0.95, target 0.95","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,done without an answer on an answer task; not verified,,,,False,wrong,,
q10b-native-dev-20260924,calc-read-result-s1_only-426523ae,calc-read-result,s1_only,6,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.96,,,,0.83,0.16,0.81,0.08,done without an answer on an answer task; not verified,[],,,app://Calculator,,,,,,False,wrong,,
q10b-native-dev-20260924,calc-read-result-s1_only-c440015d,calc-read-result,s1_only,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,All Clear,0.88,All Clear (0.89); 9 (0.11); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.04,0.13,0.08,"act: operation 0.99, target 0.88","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-c440015d,calc-read-result,s1_only,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.97,9,0.96,9 (0.97); All Clear (0.03); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.08,0.13,0.06,"act: operation 0.97, target 0.96","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-c440015d,calc-read-result,s1_only,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,Multiply,0.82,Multiply (0.84); Clear (0.11); 9 (0.05); 4 (0.00); 8 (0.00),0.02,0.08,0.16,0.06,"act: operation 0.98, target 0.82","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-c440015d,calc-read-result,s1_only,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.92,9 (0.93); Equals (0.04); Clear (0.02); 4 (0.00); Multiply (0.00),0.02,0.07,0.17,0.05,"act: operation 0.98, target 0.92","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-c440015d,calc-read-result,s1_only,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.95,Equals,0.94,Equals (0.95); Clear (0.05); 4 (0.00); Multiply (0.00); 9 (0.00),0.04,0.23,0.32,0.06,"act: operation 0.95, target 0.94","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,done without an answer on an answer task; not verified,,,,False,wrong,,
q10b-native-dev-20260924,calc-read-result-s1_only-c440015d,calc-read-result,s1_only,6,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.96,,,,0.86,0.14,0.81,0.08,done without an answer on an answer task; not verified,[],,,app://Calculator,,,,,,False,wrong,,
q10b-native-dev-20260924,calc-read-result-s1_only-fd920e39,calc-read-result,s1_only,1,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.99,All Clear,0.81,All Clear (0.83); 9 (0.17); 4 (0.00); Multiply (0.00); 8 (0.00),0.02,0.05,0.13,0.09,"act: operation 0.99, target 0.81","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-fd920e39,calc-read-result,s1_only,2,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.95,9 (0.95); All Clear (0.04); Multiply (0.01); 4 (0.00); 8 (0.00),0.02,0.07,0.14,0.07,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-fd920e39,calc-read-result,s1_only,3,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,Multiply,0.78,Multiply (0.80); Clear (0.11); 9 (0.09); 4 (0.00); 8 (0.00),0.02,0.09,0.16,0.06,"act: operation 0.98, target 0.78","[{""name"": ""click"", ""params"": {""index"": 8, ""label"": ""Multiply""}}]",click,Multiply,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-fd920e39,calc-read-result,s1_only,4,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.98,9,0.89,9 (0.91); Equals (0.05); Clear (0.04); 4 (0.00); Multiply (0.00),0.02,0.08,0.16,0.05,"act: operation 0.98, target 0.89","[{""name"": ""click"", ""params"": {""index"": 7, ""label"": ""9""}}]",click,9,app://Calculator,,act,,,,False,right,,
q10b-native-dev-20260924,calc-read-result-s1_only-fd920e39,calc-read-result,s1_only,5,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,click,0.96,Equals,0.94,Equals (0.95); Clear (0.05); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.19,0.3,0.06,"act: operation 0.96, target 0.94","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,done without an answer on an answer task; not verified,,,,False,wrong,,
q10b-native-dev-20260924,calc-read-result-s1_only-fd920e39,calc-read-result,s1_only,6,s1,"Clear the calculator, compute 9 times 9 and report the result.",app://Calculator,24,done,0.97,,,,0.83,0.12,0.81,0.08,done without an answer on an answer task; not verified,[],,,app://Calculator,,,,,,False,wrong,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.99,All Clear,0.86,All Clear (0.88); 2 (0.12); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.04,0.06,0.11,"act: operation 0.99, target 0.86","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.96,2,0.9,2 (0.92); All Clear (0.08); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.07,0.06,0.07,"act: operation 0.96, target 0.9","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.93,5,0.59,5 (0.62); Clear (0.32); 0 (0.04); 2 (0.01); Subtract (0.01),0.01,0.11,0.09,0.09,"act: operation 0.93, target 0.59","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.94,0,0.64,0 (0.67); Clear (0.24); Subtract (0.07); 7 (0.01); 5 (0.01),0.02,0.11,0.1,0.08,"act: operation 0.94, target 0.64","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Subtract,0.79,Subtract (0.80); Clear (0.14); 7 (0.05); 4 (0.00); Multiply (0.00),0.03,0.1,0.07,0.08,"act: operation 0.97, target 0.79","[{""name"": ""click"", ""params"": {""index"": 12, ""label"": ""Subtract""}}]",click,Subtract,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,7,0.95,7 (0.96); Clear (0.04); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.09,0.07,0.05,"act: operation 0.98, target 0.95","[{""name"": ""click"", ""params"": {""index"": 5, ""label"": ""7""}}]",click,7,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.96,5,0.91,5 (0.92); Clear (0.06); 7 (0.02); 4 (0.00); Multiply (0.00),0.02,0.11,0.1,0.07,"act: operation 0.96, target 0.91","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Equals,0.95,Equals (0.95); Clear (0.05); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.31,0.1,0.07,"act: operation 0.97, target 0.95","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-b7a60279,calc-subtract,dual,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,done,0.95,,,,0.93,0.24,0.59,0.08,"verification accept: complete p=0.90, max unmet p=0.08",[],done,,app://Calculator,,,accept,0.9,0.08,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.99,All Clear,0.88,All Clear (0.89); 2 (0.11); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.04,0.06,0.1,"act: operation 0.99, target 0.88","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.95,2,0.89,2 (0.91); All Clear (0.08); Subtract (0.01); 4 (0.00); Multiply (0.00),0.03,0.07,0.06,0.07,"act: operation 0.95, target 0.89","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,3,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.93,5,0.71,5 (0.73); Clear (0.22); 0 (0.04); Subtract (0.01); 4 (0.00),0.01,0.11,0.1,0.08,"act: operation 0.93, target 0.71","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,4,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.94,0,0.64,0 (0.67); Clear (0.26); Subtract (0.05); 7 (0.01); 5 (0.01),0.02,0.11,0.1,0.09,"act: operation 0.94, target 0.64","[{""name"": ""click"", ""params"": {""index"": 18, ""label"": ""0""}}]",click,0,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,5,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.97,Subtract,0.72,Subtract (0.74); Clear (0.21); 7 (0.05); 4 (0.00); Multiply (0.00),0.03,0.11,0.08,0.08,"act: operation 0.97, target 0.72","[{""name"": ""click"", ""params"": {""index"": 12, ""label"": ""Subtract""}}]",click,Subtract,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,6,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,7,0.94,7 (0.94); Clear (0.04); Equals (0.01); 5 (0.01); 4 (0.00),0.02,0.09,0.07,0.06,"act: operation 0.98, target 0.94","[{""name"": ""click"", ""params"": {""index"": 5, ""label"": ""7""}}]",click,7,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,7,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.98,5,0.92,5 (0.93); Clear (0.05); 7 (0.01); 4 (0.00); Multiply (0.00),0.02,0.09,0.09,0.07,"act: operation 0.98, target 0.92","[{""name"": ""click"", ""params"": {""index"": 10, ""label"": ""5""}}]",click,5,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,8,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.96,Equals,0.94,Equals (0.95); Clear (0.05); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.26,0.09,0.06,"act: operation 0.96, target 0.94","[{""name"": ""click"", ""params"": {""index"": 20, ""label"": ""Equals""}}]",click,Equals,app://Calculator,,verification accept,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-f0dbe6ed,calc-subtract,dual,9,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,done,0.97,,,,0.94,0.29,0.57,0.09,"verification accept: complete p=0.90, max unmet p=0.07",[],done,,app://Calculator,,,accept,0.9,0.07,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,1,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.99,All Clear,0.86,All Clear (0.87); 2 (0.13); 4 (0.00); Multiply (0.00); 9 (0.00),0.02,0.04,0.06,0.11,"act: operation 0.99, target 0.86","[{""name"": ""click"", ""params"": {""index"": 2, ""label"": ""All Clear""}}]",click,All Clear,app://Calculator,,act,,,,True,right,,
q10b-native-dev-20260924,calc-subtract-dual-fcd52ebb,calc-subtract,dual,2,s1,"Clear the calculator, then compute 250 minus 75 and leave the result on the display.",app://Calculator,24,click,0.96,2,0.9,2 (0.91); All Clear (0.09); 4 (0.00); Multiply (0.00); 9 (0.00),0.03,0.07,0.06,0.07,"act: operation 0.96, target 0.9","[{""name"": ""click"", ""params"": {""index"": 14, ""label"": ""2""}}]",click,2,app://Calculator,,act,,,,True,right,,
